order_id,order_date,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,customer_support_contacts,review_score,is_returned,is_fraud,risk_label
ORD-2025-002794,2025-03-20,Netherlands,Desktop,Organic Search,Debit Card,Beauty,491,2,24.9,10.16,1,0.07,315.7,4,0,0,0,0,3.6,1,0,Return Risk
ORD-2025-007013,2025-06-10,Netherlands,Tablet,Marketplace,Klarna,Beauty,587,1,51.15,47.82,1,0.02,191.6,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-011733,2025-09-20,Poland,Desktop,Paid Ads,Credit Card,Home & Kitchen,273,3,35.49,78.02,6,0.04,417.5,4,0,0,0,0,4.9,0,0,Normal
ORD-2025-005092,2025-01-20,Turkey,Mobile,Direct,Bank Transfer,Toys,153,1,56.66,23.69,3,0.03,399.6,4,0,0,0,0,4.2,0,0,Normal
ORD-2023-002330,2023-05-04,Germany,Mobile,Direct,Credit Card,Pet Supplies,504,2,23.69,12.0,1,0.11,263.1,3,0,0,0,0,4.6,0,0,Normal
ORD-2024-005702,2024-03-08,Italy,Mobile,Social Media,Credit Card,Toys,521,3,50.41,47.15,6,0.02,938.6,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-005432,2025-08-28,Turkey,Mobile,Direct,Debit Card,Sports,300,1,62.12,63.73,4,0.3,399.6,4,0,0,0,0,4.9,0,0,Normal
ORD-2024-011487,2024-03-11,Netherlands,Desktop,Organic Search,Debit Card,Toys,251,2,35.26,36.78,2,0.08,355.0,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-008280,2025-05-16,Netherlands,Desktop,Paid Ads,Credit Card,Garden,564,3,54.3,48.25,1,0.03,1011.9,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-003662,2025-05-06,Belgium,Desktop,Direct,Credit Card,Fashion,253,1,81.31,66.21,1,0.07,802.6,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-000556,2024-12-14,Spain,Mobile,Marketplace,Debit Card,Home & Kitchen,836,9,50.57,68.74,2,0.28,496.7,5,0,0,0,0,3.8,0,0,Normal
ORD-2023-004826,2023-07-18,Netherlands,Mobile,Direct,Debit Card,Pet Supplies,301,2,11.84,9.47,3,0.18,111.1,3,0,0,0,0,4.1,0,0,Normal
ORD-2025-001164,2025-07-25,France,Mobile,Organic Search,Debit Card,Beauty,50,0,12.93,8.98,6,0.19,123.4,3,0,0,0,1,4.9,0,0,Normal
ORD-2023-007202,2023-10-04,Italy,Mobile,Marketplace,Credit Card,Pet Supplies,726,5,46.8,46.69,2,0.09,409.8,5,0,0,0,0,4.0,0,0,Normal
ORD-2023-004716,2023-08-24,Netherlands,Desktop,Organic Search,Debit Card,Garden,272,4,96.37,78.37,4,0.06,279.6,3,0,0,0,0,4.9,0,0,Normal
ORD-2025-000398,2025-10-17,Netherlands,Mobile,Marketplace,Credit Card,Home & Kitchen,376,2,36.09,34.36,3,0.01,258.7,3,0,0,0,1,4.1,0,0,Normal
ORD-2025-009330,2025-06-07,Germany,Desktop,Paid Ads,Klarna,Beauty,457,2,39.54,35.92,1,0.09,495.0,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-007632,2023-09-28,Germany,Desktop,Social Media,PayPal,Electronics,432,2,51.48,254.97,1,0.15,665.5,5,0,0,0,1,2.9,1,0,Return Risk
ORD-2024-010552,2024-03-16,Turkey,Mobile,Organic Search,PayPal,Fashion,183,1,58.34,44.88,1,0.16,405.7,3,0,0,0,1,4.7,0,0,Normal
ORD-2024-006150,2024-08-01,Netherlands,Mobile,Marketplace,PayPal,Fashion,269,0,45.29,58.79,2,0.21,65.5,3,0,0,0,0,4.9,0,0,Normal
ORD-2025-007600,2025-05-09,Netherlands,Desktop,Marketplace,Credit Card,Garden,391,2,44.79,67.34,1,0.26,436.0,4,0,0,0,1,4.2,0,0,Normal
ORD-2024-006195,2024-06-06,Belgium,Mobile,Marketplace,Debit Card,Toys,72,1,34.41,24.22,1,0.09,612.0,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-000724,2024-10-07,Netherlands,Desktop,Paid Ads,PayPal,Sports,266,0,35.82,20.31,1,0.15,579.5,5,0,0,0,0,4.5,0,0,Normal
ORD-2025-000301,2025-09-29,Germany,Mobile,Email,PayPal,Sports,234,2,20.96,34.18,3,0.01,89.6,2,0,0,0,0,3.4,0,0,Normal
ORD-2024-010077,2024-12-31,Netherlands,Tablet,Organic Search,Credit Card,Beauty,118,2,69.04,37.86,1,0.04,566.5,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-010603,2023-01-15,Netherlands,Mobile,Organic Search,Bank Transfer,Home & Kitchen,463,2,35.36,59.79,1,0.09,429.2,5,0,0,0,0,4.4,0,0,Normal
ORD-2023-004295,2023-06-12,Germany,Mobile,Paid Ads,PayPal,Toys,152,0,40.13,18.78,1,0.08,441.9,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-005219,2025-05-17,Turkey,Mobile,Paid Ads,Klarna,Sports,561,1,42.41,46.87,1,0.18,211.3,2,0,0,0,1,4.4,0,0,Normal
ORD-2025-004186,2025-11-14,Netherlands,Mobile,Direct,Klarna,Home & Kitchen,379,1,30.67,36.44,1,0.2,179.2,4,0,0,0,0,4.8,0,0,Normal
ORD-2024-010914,2024-04-19,Netherlands,Mobile,Email,Debit Card,Garden,248,0,81.57,75.58,6,0.28,999.9,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-011165,2023-01-09,Poland,Desktop,Paid Ads,Debit Card,Home & Kitchen,549,1,29.18,41.44,1,0.16,393.9,4,0,0,0,1,3.5,0,0,Normal
ORD-2024-011798,2024-02-25,Netherlands,Mobile,Paid Ads,Debit Card,Sports,626,6,19.49,17.71,5,0.1,455.1,4,0,0,0,1,4.2,0,0,Normal
ORD-2023-003143,2023-12-05,Poland,Mobile,Organic Search,Debit Card,Beauty,447,1,24.91,11.93,6,0.28,1275.9,3,1,0,0,0,3.0,1,0,Return Risk
ORD-2024-005937,2024-01-22,Germany,Mobile,Paid Ads,Klarna,Electronics,843,7,49.67,182.42,1,0.16,375.8,4,0,0,0,0,4.5,0,0,Normal
ORD-2025-003206,2025-02-16,Germany,Mobile,Direct,Credit Card,Beauty,105,1,71.07,28.23,7,0.13,101.3,2,0,0,0,0,4.1,0,0,Normal
ORD-2025-004956,2025-07-27,Poland,Mobile,Direct,Credit Card,Toys,146,0,67.66,33.36,2,0.36,667.7,5,0,0,0,0,4.7,0,0,Normal
ORD-2023-004583,2023-09-28,Netherlands,Mobile,Organic Search,Debit Card,Sports,171,0,120.17,197.43,2,0.04,972.3,6,1,0,0,1,3.8,0,0,Normal
ORD-2025-010864,2025-08-03,Italy,Tablet,Direct,Debit Card,Home & Kitchen,208,1,70.05,254.41,3,0.06,348.9,3,0,0,0,0,4.7,0,1,Fraud Risk
ORD-2025-011482,2025-03-15,Netherlands,Mobile,Paid Ads,PayPal,Garden,160,0,32.14,26.64,1,0.01,306.2,3,0,0,1,0,5.0,0,0,Normal
ORD-2024-006513,2024-02-19,Netherlands,Mobile,Marketplace,Credit Card,Electronics,370,4,54.08,84.76,1,0.07,359.1,3,0,0,0,0,4.6,0,0,Normal
ORD-2025-011386,2025-07-08,Germany,Mobile,Social Media,Debit Card,Electronics,596,2,23.29,18.07,1,0.06,534.8,4,0,0,0,1,3.9,0,0,Normal
ORD-2024-001153,2024-12-10,Netherlands,Desktop,Marketplace,Credit Card,Home & Kitchen,737,6,89.42,58.66,4,0.16,723.2,4,0,0,0,2,3.8,0,0,Normal
ORD-2023-001213,2023-12-02,Italy,Mobile,Organic Search,Gift Card,Sports,375,4,145.3,141.2,2,0.23,450.9,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-004504,2025-02-20,Netherlands,Desktop,Email,Klarna,Fashion,136,0,110.87,63.59,2,0.23,81.4,3,0,0,0,0,4.4,0,0,Normal
ORD-2024-009850,2024-10-19,Turkey,Mobile,Organic Search,Credit Card,Home & Kitchen,385,2,16.66,33.15,1,0.13,252.0,4,0,1,0,0,4.1,0,0,Normal
ORD-2025-011641,2025-04-17,Turkey,Mobile,Direct,Credit Card,Electronics,146,2,46.8,56.63,2,0.2,1130.3,5,0,0,0,0,4.7,0,0,Normal
ORD-2024-008750,2024-07-19,Spain,Mobile,Marketplace,Credit Card,Sports,659,1,60.31,27.28,1,0.02,117.7,2,0,0,0,0,4.4,0,0,Normal
ORD-2025-011546,2025-04-29,Italy,Desktop,Email,Credit Card,Electronics,855,8,27.11,52.91,2,0.16,155.2,4,0,0,0,1,4.3,1,0,Return Risk
ORD-2025-009715,2025-07-07,France,Mobile,Email,Credit Card,Toys,282,0,50.48,37.18,1,0.19,398.9,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-000666,2023-03-19,France,Mobile,Paid Ads,Credit Card,Garden,239,6,33.15,49.91,6,0.03,548.2,6,0,0,0,0,4.4,0,0,Normal
ORD-2024-010811,2024-03-25,Poland,Mobile,Organic Search,Debit Card,Sports,268,1,25.99,36.84,1,0.14,750.5,3,0,0,0,0,4.6,0,0,Normal
ORD-2025-000643,2025-03-04,France,Mobile,Social Media,Klarna,Beauty,170,1,72.0,39.31,1,0.46,285.9,4,0,0,0,0,3.2,1,0,Return Risk
ORD-2025-011086,2025-03-14,Spain,Desktop,Email,Klarna,Toys,177,1,41.41,50.18,5,0.3,630.7,4,0,0,0,0,4.2,0,0,Normal
ORD-2025-003768,2025-12-24,France,Mobile,Email,Credit Card,Toys,199,0,19.44,12.21,1,0.19,742.4,5,0,0,0,0,4.4,0,0,Normal
ORD-2025-004273,2025-07-20,Germany,Mobile,Organic Search,Bank Transfer,Electronics,121,0,32.42,101.04,1,0.15,596.8,5,0,0,0,1,2.0,1,0,Return Risk
ORD-2023-005427,2023-03-31,Belgium,Mobile,Organic Search,Debit Card,Home & Kitchen,136,2,18.04,17.03,2,0.2,364.8,3,0,0,0,0,4.4,0,0,Normal
ORD-2024-000787,2024-07-28,Turkey,Mobile,Email,Debit Card,Sports,220,1,18.5,16.39,4,0.25,277.6,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-002858,2025-01-25,Belgium,Desktop,Paid Ads,Klarna,Electronics,52,0,16.06,28.29,4,0.19,64.2,4,0,0,0,0,4.3,0,0,Normal
ORD-2024-003203,2024-02-29,Germany,Mobile,Organic Search,Credit Card,Fashion,86,0,82.47,164.66,2,0.45,407.9,4,0,0,0,0,4.5,0,0,Normal
ORD-2024-006959,2024-02-05,Netherlands,Desktop,Social Media,Credit Card,Toys,950,8,36.2,46.27,1,0.27,275.6,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-004188,2023-02-17,France,Desktop,Social Media,Credit Card,Home & Kitchen,122,1,47.17,64.54,2,0.02,318.2,4,0,0,0,0,4.6,0,0,Normal
ORD-2023-010596,2023-11-13,Turkey,Mobile,Direct,Credit Card,Fashion,602,2,91.39,61.99,2,0.19,537.4,3,0,0,0,0,4.7,0,0,Normal
ORD-2023-009953,2023-05-11,Netherlands,Mobile,Social Media,PayPal,Home & Kitchen,83,0,11.25,16.01,1,0.12,810.9,3,0,0,0,1,4.2,0,0,Normal
ORD-2023-004825,2023-11-04,Turkey,Tablet,Marketplace,Klarna,Electronics,643,3,35.68,82.53,1,0.09,539.7,5,0,0,0,0,3.7,0,0,Normal
ORD-2023-002906,2023-08-04,Germany,Mobile,Direct,Gift Card,Sports,440,5,33.6,41.42,6,0.18,681.4,5,0,0,0,0,4.8,0,0,Normal
ORD-2023-004627,2023-05-02,Netherlands,Mobile,Paid Ads,PayPal,Garden,524,2,33.1,38.65,2,0.14,185.2,1,0,0,0,0,4.6,0,0,Normal
ORD-2025-010350,2025-01-17,Netherlands,Mobile,Organic Search,PayPal,Electronics,550,3,41.94,46.84,1,0.31,372.6,3,0,0,0,0,5.0,0,0,Normal
ORD-2025-000997,2025-04-17,Poland,Mobile,Paid Ads,Debit Card,Sports,170,3,78.25,90.24,3,0.03,340.3,5,0,0,1,0,4.7,0,0,Normal
ORD-2023-009653,2023-10-17,Germany,Desktop,Marketplace,Credit Card,Garden,984,6,43.02,67.62,5,0.11,590.0,3,0,0,0,0,3.9,0,0,Normal
ORD-2025-008585,2025-08-16,Belgium,Desktop,Paid Ads,Debit Card,Home & Kitchen,297,1,22.91,25.2,5,0.08,261.4,5,0,0,0,0,4.2,0,0,Normal
ORD-2023-006493,2023-10-15,France,Mobile,Social Media,Klarna,Toys,424,1,84.07,95.42,2,0.04,520.3,3,0,0,0,0,4.1,0,0,Normal
ORD-2024-010499,2024-04-09,Belgium,Mobile,Social Media,Credit Card,Beauty,338,1,22.78,17.11,1,0.05,324.8,3,0,0,0,0,4.4,0,0,Normal
ORD-2024-000157,2024-02-05,Netherlands,Desktop,Organic Search,Debit Card,Toys,337,2,109.68,69.27,5,0.11,219.9,3,0,0,0,0,4.6,0,0,Normal
ORD-2023-007615,2023-05-03,Poland,Mobile,Marketplace,Credit Card,Garden,668,3,21.89,47.27,1,0.04,796.6,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-003086,2023-09-29,Spain,Tablet,Social Media,Debit Card,Sports,309,3,36.24,15.23,3,0.04,186.1,3,0,0,0,0,5.0,0,0,Normal
ORD-2024-008368,2024-01-16,Turkey,Mobile,Organic Search,Debit Card,Garden,177,0,16.77,20.52,1,0.07,1261.8,5,0,1,0,1,3.7,0,0,Normal
ORD-2024-001553,2024-11-18,France,Mobile,Marketplace,Bank Transfer,Toys,614,1,25.74,18.08,3,0.13,235.5,3,0,0,0,1,5.0,0,0,Normal
ORD-2024-011721,2024-06-10,Italy,Mobile,Direct,Gift Card,Home & Kitchen,52,0,50.14,71.43,2,0.06,167.5,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-006005,2025-08-05,Germany,Desktop,Organic Search,Klarna,Sports,119,1,48.29,58.57,1,0.01,796.9,5,0,0,0,0,4.5,0,0,Normal
ORD-2025-007397,2025-07-28,Spain,Mobile,Paid Ads,Credit Card,Garden,270,1,71.34,154.09,1,0.22,613.4,5,0,0,0,0,3.8,1,0,Return Risk
ORD-2025-003796,2025-01-30,Belgium,Desktop,Social Media,Debit Card,Electronics,442,3,22.02,45.66,1,0.03,612.5,4,0,0,0,1,4.4,0,0,Normal
ORD-2024-000496,2024-04-15,Belgium,Mobile,Organic Search,Debit Card,Sports,46,1,57.32,38.88,3,0.42,159.4,4,0,0,0,1,4.1,0,0,Normal
ORD-2025-002322,2025-12-25,Belgium,Mobile,Direct,Debit Card,Fashion,138,1,234.15,240.54,3,0.05,791.0,4,0,0,0,1,4.2,0,0,Normal
ORD-2025-006159,2025-06-23,Belgium,Mobile,Direct,Debit Card,Garden,179,0,65.78,56.73,5,0.18,127.5,4,0,0,0,0,4.3,0,0,Normal
ORD-2023-005401,2023-03-29,Italy,Mobile,Direct,Debit Card,Electronics,93,1,49.98,62.36,1,0.17,1239.1,5,0,0,0,1,4.2,0,0,Normal
ORD-2024-000152,2024-12-30,Turkey,Mobile,Email,Credit Card,Beauty,321,0,66.15,32.94,1,0.11,340.4,2,0,0,0,0,4.9,0,0,Normal
ORD-2024-006292,2024-10-12,Netherlands,Mobile,Email,Credit Card,Electronics,750,2,21.85,27.97,2,0.06,192.6,3,0,0,0,1,4.1,0,0,Normal
ORD-2025-009124,2025-01-26,Spain,Mobile,Paid Ads,Gift Card,Electronics,113,3,23.9,105.38,2,0.04,1427.1,7,1,1,0,0,3.8,1,0,Return Risk
ORD-2024-006387,2024-01-22,Netherlands,Desktop,Organic Search,Debit Card,Garden,598,7,41.51,47.45,4,0.06,272.9,4,0,0,0,0,4.5,0,0,Normal
ORD-2025-009943,2025-12-29,France,Desktop,Paid Ads,Klarna,Sports,190,1,87.55,85.65,6,0.09,89.1,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-001739,2023-10-13,Turkey,Mobile,Paid Ads,Credit Card,Garden,369,5,34.62,48.62,1,0.04,333.3,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-003002,2023-11-20,Italy,Mobile,Marketplace,Bank Transfer,Garden,151,0,25.05,21.78,2,0.13,352.5,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-010639,2025-10-04,Spain,Mobile,Direct,Bank Transfer,Sports,1031,7,12.19,8.94,1,0.15,89.3,4,0,0,0,0,4.3,0,0,Normal
ORD-2025-007195,2025-03-29,Spain,Desktop,Organic Search,Klarna,Beauty,165,2,137.29,44.41,1,0.07,596.9,3,0,0,0,0,4.7,0,0,Normal
ORD-2023-006694,2023-12-14,Poland,Mobile,Paid Ads,Credit Card,Sports,33,0,14.91,22.97,3,0.18,551.7,4,0,1,0,1,4.2,0,0,Normal
ORD-2023-010802,2023-07-20,Netherlands,Mobile,Social Media,Credit Card,Home & Kitchen,509,5,35.79,17.98,1,0.04,230.6,3,0,0,0,0,4.9,0,0,Normal
ORD-2024-002884,2024-05-30,Spain,Mobile,Organic Search,Bank Transfer,Sports,400,6,56.08,84.73,1,0.04,168.5,3,0,0,0,0,4.5,0,1,Fraud Risk
ORD-2024-003721,2024-01-01,Netherlands,Mobile,Organic Search,Debit Card,Fashion,184,0,94.62,84.03,4,0.37,491.1,3,0,1,0,0,4.5,0,0,Normal
ORD-2024-010565,2024-04-17,Germany,Mobile,Marketplace,Credit Card,Home & Kitchen,392,4,20.24,24.8,1,0.14,157.6,4,0,0,0,0,4.4,1,0,Return Risk
ORD-2025-010885,2025-11-02,Spain,Desktop,Social Media,Klarna,Toys,323,2,34.06,29.9,1,0.07,330.3,4,0,0,0,0,4.5,0,0,Normal
ORD-2023-005959,2023-12-24,Netherlands,Mobile,Email,Debit Card,Garden,251,3,60.18,43.76,1,0.17,46.3,3,0,0,0,0,4.9,0,0,Normal
ORD-2024-005719,2024-05-25,Netherlands,Desktop,Social Media,Credit Card,Home & Kitchen,327,0,38.75,61.08,3,0.25,210.4,4,0,0,0,0,4.1,0,0,Normal
ORD-2025-007360,2025-09-08,Spain,Desktop,Organic Search,Debit Card,Garden,364,2,55.19,17.92,2,0.14,508.6,3,0,0,0,0,4.5,0,0,Normal
ORD-2025-002277,2025-11-05,Netherlands,Tablet,Paid Ads,PayPal,Pet Supplies,484,9,56.17,27.83,1,0.07,216.1,3,0,0,0,1,4.9,0,0,Normal
ORD-2023-004824,2023-03-14,Germany,Mobile,Marketplace,Bank Transfer,Pet Supplies,55,0,43.65,30.79,3,0.16,303.3,3,0,0,0,0,5.0,0,0,Normal
ORD-2024-004705,2024-08-14,Netherlands,Mobile,Direct,Debit Card,Pet Supplies,809,5,55.09,76.37,3,0.15,272.9,4,0,0,0,0,4.0,0,0,Normal
ORD-2023-004462,2023-07-30,Italy,Tablet,Direct,Credit Card,Electronics,280,0,33.05,49.66,1,0.2,923.7,5,0,0,0,0,4.7,0,1,Fraud Risk
ORD-2025-000344,2025-12-28,Netherlands,Mobile,Marketplace,Credit Card,Beauty,173,3,26.9,9.89,1,0.09,446.4,3,0,0,0,1,4.2,0,0,Normal
ORD-2023-007568,2023-05-11,Germany,Mobile,Social Media,Debit Card,Home & Kitchen,434,5,10.89,9.07,5,0.19,315.1,3,0,0,0,0,3.6,0,0,Normal
ORD-2024-004137,2024-05-08,Belgium,Desktop,Direct,Credit Card,Garden,605,3,32.21,52.77,3,0.19,863.9,4,0,0,0,0,4.4,0,0,Normal
ORD-2023-008659,2023-06-30,Spain,Mobile,Social Media,Debit Card,Electronics,347,4,39.6,66.89,2,0.09,772.8,4,0,0,1,0,5.0,0,0,Normal
ORD-2024-006084,2024-08-24,Belgium,Mobile,Email,Credit Card,Pet Supplies,268,0,54.73,29.9,3,0.38,197.2,3,0,0,0,0,4.6,0,0,Normal
ORD-2023-008728,2023-02-28,Turkey,Mobile,Paid Ads,Credit Card,Home & Kitchen,493,4,41.32,43.53,3,0.05,364.8,3,0,0,0,0,4.0,0,1,Fraud Risk
ORD-2025-002224,2025-11-15,Poland,Desktop,Social Media,Klarna,Electronics,154,0,39.01,78.26,3,0.26,36.5,4,0,0,0,0,4.4,0,0,Normal
ORD-2023-004197,2023-05-01,Spain,Mobile,Email,Debit Card,Toys,318,1,39.96,34.44,1,0.04,643.4,5,0,0,0,0,4.1,0,0,Normal
ORD-2023-007601,2023-01-13,France,Mobile,Email,Debit Card,Sports,346,0,70.8,161.91,1,0.44,324.8,4,0,0,0,0,3.5,1,0,Return Risk
ORD-2025-008137,2025-06-06,France,Mobile,Social Media,Debit Card,Beauty,394,3,26.16,17.87,4,0.03,529.4,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-008335,2023-05-26,Italy,Mobile,Direct,PayPal,Sports,216,0,30.51,43.52,2,0.02,849.9,4,0,0,0,0,4.6,0,0,Normal
ORD-2023-005082,2023-01-02,Belgium,Mobile,Paid Ads,Gift Card,Pet Supplies,545,4,42.51,39.84,1,0.06,532.2,4,0,1,0,0,4.4,0,0,Normal
ORD-2025-007068,2025-12-02,Spain,Tablet,Direct,Debit Card,Electronics,194,3,27.93,45.62,1,0.09,150.2,2,0,0,0,0,4.5,1,0,Return Risk
ORD-2025-009578,2025-11-06,Netherlands,Mobile,Organic Search,Credit Card,Garden,54,0,23.83,42.68,2,0.14,88.0,3,0,1,0,0,5.0,0,0,Normal
ORD-2023-010960,2023-12-02,Germany,Desktop,Social Media,Bank Transfer,Electronics,103,0,63.14,297.5,1,0.11,72.2,3,0,1,0,0,4.5,0,0,Normal
ORD-2024-004735,2024-11-12,Italy,Mobile,Marketplace,Debit Card,Electronics,267,0,32.27,47.25,1,0.12,254.9,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-010222,2024-07-17,Belgium,Mobile,Marketplace,Klarna,Beauty,43,0,45.3,30.2,1,0.09,176.4,3,0,0,0,0,4.9,0,0,Normal
ORD-2024-001466,2024-01-16,Turkey,Mobile,Email,Credit Card,Garden,517,3,31.25,52.51,1,0.21,1304.9,6,1,0,0,0,4.3,0,0,Normal
ORD-2025-004594,2025-05-30,France,Mobile,Direct,Debit Card,Garden,723,3,139.09,197.72,1,0.04,318.2,2,0,0,0,0,5.0,0,0,Normal
ORD-2024-002235,2024-12-09,Belgium,Mobile,Paid Ads,Debit Card,Fashion,118,0,20.79,19.18,2,0.41,555.2,4,0,0,1,0,4.9,0,0,Normal
ORD-2025-010191,2025-03-19,Netherlands,Desktop,Social Media,PayPal,Garden,394,0,62.24,76.73,1,0.18,239.5,2,0,0,0,0,5.0,0,0,Normal
ORD-2025-003904,2025-01-02,Germany,Desktop,Paid Ads,Debit Card,Electronics,465,2,59.56,77.75,2,0.06,502.9,5,0,0,0,0,4.0,0,0,Normal
ORD-2024-000284,2024-05-26,Netherlands,Mobile,Organic Search,Credit Card,Pet Supplies,309,0,48.68,54.08,2,0.21,113.3,3,0,0,0,0,3.9,0,0,Normal
ORD-2025-011113,2025-04-18,Turkey,Desktop,Marketplace,Credit Card,Garden,212,1,24.93,22.97,2,0.0,771.6,4,0,0,0,1,3.8,0,0,Normal
ORD-2023-005441,2023-10-09,Belgium,Mobile,Organic Search,Debit Card,Electronics,665,6,59.74,161.91,2,0.16,1103.1,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-010283,2024-03-01,Belgium,Mobile,Direct,Bank Transfer,Home & Kitchen,443,4,34.9,35.29,3,0.06,295.3,5,0,0,0,0,4.9,0,0,Normal
ORD-2024-008253,2024-12-10,Netherlands,Desktop,Social Media,PayPal,Home & Kitchen,676,0,76.98,49.91,1,0.34,617.4,5,0,0,0,0,4.9,0,0,Normal
ORD-2024-007276,2024-06-14,Belgium,Mobile,Direct,Gift Card,Electronics,149,1,58.47,352.75,1,0.09,127.0,3,0,0,0,0,3.1,1,0,Return Risk
ORD-2025-004152,2025-04-28,Belgium,Mobile,Marketplace,Bank Transfer,Beauty,563,1,98.53,59.82,1,0.06,823.7,5,0,0,0,0,5.0,0,0,Normal
ORD-2025-010600,2025-07-27,Italy,Mobile,Paid Ads,Debit Card,Beauty,796,4,12.02,6.17,1,0.13,144.5,4,0,0,0,2,4.3,0,0,Normal
ORD-2023-008386,2023-05-19,Germany,Desktop,Marketplace,PayPal,Sports,414,1,67.69,71.47,2,0.17,727.2,3,0,0,0,1,3.8,0,0,Normal
ORD-2024-002122,2024-09-29,Italy,Tablet,Organic Search,Credit Card,Fashion,709,4,44.27,81.48,1,0.12,190.9,4,0,0,0,0,3.6,0,0,Normal
ORD-2025-005370,2025-01-01,Netherlands,Mobile,Organic Search,Credit Card,Fashion,609,4,23.34,12.04,4,0.09,317.5,5,0,0,0,0,4.7,0,0,Normal
ORD-2023-005013,2023-03-12,Spain,Desktop,Organic Search,Credit Card,Home & Kitchen,710,7,30.2,34.47,1,0.35,855.1,6,0,0,0,0,4.5,0,0,Normal
ORD-2025-009248,2025-06-26,Germany,Mobile,Social Media,Credit Card,Electronics,225,1,21.74,51.62,3,0.15,27.5,2,0,0,0,0,3.3,1,0,Return Risk
ORD-2025-005993,2025-04-19,Netherlands,Mobile,Direct,PayPal,Fashion,517,7,53.68,95.07,1,0.03,457.8,3,0,0,0,0,4.8,0,0,Normal
ORD-2024-003162,2024-08-17,Spain,Mobile,Organic Search,Credit Card,Garden,173,1,99.31,114.05,3,0.22,257.9,6,0,0,0,0,4.6,0,0,Normal
ORD-2025-002631,2025-09-03,Poland,Desktop,Direct,Credit Card,Electronics,491,3,26.83,75.42,2,0.15,265.8,2,0,0,0,1,4.2,0,0,Normal
ORD-2024-007039,2024-07-01,France,Mobile,Email,Debit Card,Pet Supplies,99,0,87.91,41.45,1,0.29,749.1,4,0,0,0,1,3.7,0,0,Normal
ORD-2024-010235,2024-09-24,Netherlands,Desktop,Social Media,Debit Card,Home & Kitchen,452,0,31.27,27.64,2,0.06,869.7,5,0,0,0,0,4.1,1,0,Return Risk
ORD-2025-011372,2025-01-31,Netherlands,Desktop,Paid Ads,Credit Card,Home & Kitchen,152,0,26.95,28.61,1,0.07,66.3,4,0,0,1,0,4.7,0,0,Normal
ORD-2025-010763,2025-04-03,Netherlands,Desktop,Organic Search,Credit Card,Garden,242,1,61.71,136.1,1,0.24,451.6,5,0,0,0,0,4.3,0,0,Normal
ORD-2025-001204,2025-11-29,Netherlands,Mobile,Direct,Credit Card,Electronics,54,0,24.33,72.76,6,0.27,390.2,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-008112,2023-09-15,Poland,Desktop,Organic Search,Klarna,Home & Kitchen,391,1,99.24,165.0,1,0.15,225.5,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-000617,2023-02-12,Netherlands,Mobile,Organic Search,Credit Card,Electronics,218,3,82.85,161.85,1,0.1,424.2,4,0,0,0,1,4.0,0,0,Normal
ORD-2024-001927,2024-05-13,Turkey,Desktop,Marketplace,Debit Card,Electronics,149,0,33.32,59.62,4,0.04,410.3,3,0,0,0,0,3.5,1,0,Return Risk
ORD-2024-003115,2024-11-11,Italy,Desktop,Organic Search,Credit Card,Home & Kitchen,423,1,45.02,41.53,5,0.29,527.0,3,0,0,0,0,5.0,0,0,Normal
ORD-2025-002642,2025-10-19,France,Desktop,Social Media,PayPal,Home & Kitchen,220,1,39.92,29.82,5,0.58,592.1,2,0,0,0,0,4.5,0,0,Normal
ORD-2024-011010,2024-09-03,Netherlands,Mobile,Direct,Credit Card,Home & Kitchen,191,0,32.25,25.62,1,0.1,128.2,3,0,0,0,0,4.5,0,0,Normal
ORD-2024-002563,2024-03-18,Netherlands,Mobile,Email,Credit Card,Home & Kitchen,235,3,38.14,23.08,1,0.02,591.2,5,0,0,0,0,4.9,0,0,Normal
